Id,Word
108941,context-free
239376,aspectual
36240,metrics
2190,partners
9589,portable
4803,resolved
375198,wh-movement
11952,backgrounds
25587,stylistic
4857,practical
135937,l0
54562,formatting
22173,interpreting
2296,distance
9426,construct
52335,computations
80982,argumentation
3167,latter
7042,matched
139882,n6
2621,core
18342,derive
399,become
4327,carl
5159,exact
11196,learns
1347,formed
507,whose
23687,browsers
36157,explanatory
5369,gender
60,up
13823,neal
7141,binding
4357,categories
1196,commercial
28256,lexicon
4485,indicate
1715,author
7747,"12,000"
37829,pds
9143,respects
1426,individual
204494,delimiters
2957,proposals
9396,likelihood
21543,substitution
3436,handle
78298,spr
30695,sketched
4315,tools
222,going
9119,layout
13259,inheritance
12658,forecasting
4549,etc.
6486,collecting
29965,dod
61531,bracketed
6351,database
20815,hubs
2887,initiative
907,makes
5607,psychological
3693,scheme
6368,controlling
81146,tipster
32893,frameworks
1250,overall
1105,claimed
1727,rich
59871,heuristic
33973,constructs
2220,putting
1381,plays
18881,physiology
24564,graphs
3224,mining
300489,langauge
3823,fill
92084,cer
127073,interleaved
409,4
5969,iv
2477,tracks
1246,mostly
15960,ambiguous
9000,log
299,history
7951,engaging
18113,outperform
5781,existed
8737,propose
2638,indicated
5893,resource
5354,introduce
22467,inflow
2615,perfect
181564,state-of-the
88766,heuristics
2023,allowing
3226,contemporary
2535,fashion
6673,highlights
6876,surveys
1972,structure
241,place
97963,multimodal
13930,modes
7338,relating
3231,deadline
3787,supports
8406,harmony
1684,assistant
7815,calculated
4,to
6523,naturally
9057,successes
5949,topics
5384,imported
1705,ten
310949,hmms
4462,marines
2422,sentence
5126,stops
108,since
1072,addition
20482,triggers
163793,subgraphs
2858,link
6093,patterns
113968,adverbial
3561,sharing
4467,pattern
55405,analyzer
20563,characterization
81577,swart
3559,identify
27573,principled
13,on
148497,stricto
13380,efficiently
1585,x
1683,native
15416,encoded
13697,*
10852,arise
7867,princeton
248,right
15478,emphasizes
23732,revisit
57392,negra
50713,49.3
5870,exercises
87,three
2057,faced
27324,xml
11058,reasonably
7878,matching
149,still
5828,exhibit
18681,correlation
5038,focusing
550,match
384170,compositionality
5677,jointly
25,from
152070,annotating
1786,highly
1298,ordered
3225,rating
9092,beings
4276,techniques
6823,statistical
76609,unadulterated
11516,considerations
38288,decoding
7361,labels
39301,substitutions
10589,mit
28936,intractable
13142,desirable
1675,choice
9680,workshops
3535,outstanding
51194,miscommunication
761,provide
48921,ontology
268,power
36158,web-based
39663,chomsky
5676,themes
4216,85
12401,splitting
5296,challenging
13636,definite
35098,dependencies
18621,labelled
70438,correspondences
1561,suggested
10251,correctly
336883,hastiness
1442,responsible
8865,transfers
25599,permissible
1468,search
2981,flow
220,top
27,''
4931,classified
9979,logical
542,role
4903,devoted
20462,enriching
8238,texts
492,taken
51452,alignments
704,position
13386,si
5517,examination
628,california
11400,graph
15036,senses
4449,twenty
1165,changed
3272,device
7239,considerably
595,trying
8271,applying
29587,state-of-the-art
593,share
6503,dual
3565,specifically
164481,100-fold
3388,capture
12940,stall
24877,achieves
1812,note
6778,scenario
582,taking
48237,permutation
425,within
680,included
2598,sort
1910,refer
866,loss
1983,respect
212950,substring
314581,i860
1423,model
34426,enlarging
5804,diverse
5012,demonstrated
32996,patchy
7457,precise
137489,complementation
9088,2.0
11149,4.1
162117,terabyte
27810,nods
12246,modeling
12571,mirrors
2711,memory
5048,et
9141,variable
1952,provides
62,year
33524,tokens
1209,significant
12429,passive
78784,derivations
13462,occurrence
17467,terminology
2303,sets
69065,one-to-one
17011,binary
7317,facilitate
6323,witnessed
12597,algorithm
2237,dark
938,bring
206,10
2127,approximately
687,reports
191955,combiner
2001,ones
11271,preparatory
10306,exploit
1448,challenge
426,large
6980,stored
2112,organized
746,course
3404,seed
8305,effectiveness
15376,tailored
213650,syllogistic
27257,acquires
3982,implementation
194592,muc
77536,operable
38488,suffixes
8024,productive
4636,prevention
10347,performs
52821,abstracting
32642,standalone
11518,readings
13369,dubious
10888,discovers
96412,hypothesize
561,behind
5426,periods
1158,value
564,named
21270,inputs
15198,ascent
125776,distributional
1469,names
5494,errors
3773,margin
1810,ensure
56339,commonality
71736,longman
21763,confer
32456,equivalence
168937,cdd
148170,rephrase
1999,novel
23690,summarized
15529,judgments
82139,katakana
85,world
1173,source
297558,karttunen
4597,kinds
1769,measure
5140,w
5950,consisting
2543,considering
90491,73.2
9889,accepts
159018,workability
12616,ineffective
609,higher
31574,pronouns
69617,paraphrasing
8858,transparent
3562,versions
318906,multi-event
661,ever
2583,marks
11229,scratch
5620,counted
636,short
2061,forest
44,their
149576,agent-based
19,as
290848,subparagraph
8788,meaningful
1275,size
2374,involving
708,2004
75633,orthographic
97041,interlingua
12057,incorporates
1829,gives
2444,attempts
8834,compounds
2476,referred
55344,newsgroup
21835,overt
7801,imposing
2149,foot
2043,representative
15554,vocabulary
82091,toponyms
46754,summarize
4510,describes
2741,learning
2301,meaning
6921,trick
40296,decomposing
11833,undergone
7505,weighed
81834,lilt
4391,intention
900,either
62986,changeable
13281,straightforward
20973,verbs
42569,well-defined
23234,multiparty
948,remains
3729,ratings
2312,czech
269,think
9359,mathematical
800,40
18475,progressing
47459,conceptually
37518,markup
174,five
21337,reconstruct
2886,estimates
7433,naming
4835,forests
4508,commentary
10257,acoustic
3814,n
57143,nca
9374,johnston
11327,consuming
93460,eigenvectors
10395,lucy
804,thought
19971,inherently
653,low
20205,computational
5691,translated
871,rather
2541,broad
20933,progresses
4055,findings
114335,tunable
32623,forecaster
1299,successful
1203,drive
21552,fulfillment
16274,ot
6300,reliable
11576,similarities
12049,converting
13444,reasoning
10228,sensitivity
118732,extensional
3006,unique
1260,wide
10376,emphasize
10864,discharge
2455,facility
8076,ai
667,able
28,``
102530,rohrer
304813,log-likelihood
47242,non-native
49517,contextual
9336,grammar
16981,fuzzy
41731,formatted
7000,specialized
11176,nl
172651,preceeding
43504,paraphrase
69063,spatially
14691,captures
650,2007
4402,lists
5692,ideal
1026,finished
8284,compare
51175,usability
3807,recognize
1620,weather
4777,expression
30896,disregarded
5771,credibility
6851,organize
13227,assessing
15952,feasibility
149975,non-contiguous
7876,treatments
20877,supplemented
1267,claims
641,average
8047,indicators
5599,77
6397,cope
44595,halliday
3687,drawing
533,current
9157,aided
4808,elementary
46468,'92
24473,unfolds
29606,propositions
6314,discover
18009,meanings
3727,attending
275,help
39516,hardness
69,people
3487,gathering
13593,alleviate
2622,elements
10084,tended
700,meet
2807,chosen
9330,fraction
1366,session
15379,protocols
1225,proposed
37290,tm
12504,auxiliary
2796,exactly
21263,scarcely
5244,separately
749,medical
1367,serve
14373,merging
915,families
45889,unsupervised
199,early
9382,premature
117043,unlabeled
20995,formulate
54193,optimizing
175,called
5153,sole
14866,modification
5584,fda
7995,enabled
118992,transliterations
2099,decide
4787,automatic
5220,stream
17464,notions
25172,multiply
1443,message
273,show
47602,darpa
2215,completely
2875,types
16990,differed
69951,97.9
240508,intensional
34534,analysed
31518,unregistered
6877,dynamic
11112,packing
78604,transducer
7837,transitional
13089,locality
32,are
7846,oral
31286,reuse
3444,formally
12141,observing
9670,exceptions
6412,fake
143,well
13653,problematic
7,a
22399,unexplained
75816,datasets
1505,navy
11647,sampling
1927,happen
64173,unstructured
1845,spot
7323,checking
1692,dutch
2540,connection
3197,aware
4260,classical
1207,unit
4748,conflicts
156,end
15652,intervals
1681,directed
8292,intelligent
1671,particular
52809,iterations
9574,streams
408,need
10746,fragments
68768,qa
9357,motivation
26345,validation
34308,447
63390,generative
5013,preserve
16675,routing
26628,occurrences
6556,descent
29669,longitudinal
12243,email
12375,assignments
13420,corpus
5442,completion
5291,explanation
1253,passed
1884,millions
264921,fsas
5146,implemented
1928,capacity
87981,mdl
60408,enumeration
6605,contrary
12392,marker
4325,tea
1187,starting
259886,attune
57198,probabilistic
17107,integrating
14463,frequencies
7553,generating
26432,factored
4052,forcing
887,allowed
3638,copies
980,1994
9921,explicit
4172,viewed
567,real
46004,nested
1600,moment
1963,block
59660,generalize
1335,positive
2104,civilian
31211,tease
110263,inflectional
62975,smt
1593,gained
2657,75
1706,seemed
28048,interconnected
9194,merge
918,1996
4309,amounts
4070,announce
3055,"100,000"
34890,ported
32717,outputs
5211,sentences
383986,extraposition
53378,interrelated
70674,approximating
4226,blocks
100498,baselines
15905,ellison
136725,indexation
1937,boost
7941,extensively
4656,assumed
5816,silva
2328,1987
5148,repeat
5821,collections
1619,carry
30364,exponential
332,never
16539,overlap
18998,learnt
4880,concerning
6594,speeches
11624,interactions
338513,interrogatives
22488,suffix
571,rate
6779,item
306,few
3572,communication
69505,lattices
45958,predicate
28850,satisfies
1403,actually
8058,variations
46555,authoring
27338,caption
3270,papers
104094,two-step
6045,mixture
11929,induced
12066,indirectly
407,30
32789,unambiguous
4185,expanding
3697,absence
3099,chart
604,results
4755,carefully
14077,000
98483,formalization
41010,10k
225,known
51,been
14575,simulation
86038,real-valued
1682,replaced
4171,spoken
331,line
11943,organizational
307,run
21145,dialogues
3145,classes
527,policy
179505,pipelined
182,next
9511,observations
520,research
14535,inaccurate
3669,transition
1070,summit
211881,rcl
1530,account
2276,begins
17634,examines
2854,file
53,we
9346,integral
2893,driven
41796,experimentally
5270,graphics
19244,authoritative
1252,design
4463,sentiment
15074,gale
33380,informational
8034,aggregate
4033,guarantee
133,four
4018,ordinary
58491,parse
74457,disjoint
3726,defined
341404,schutze
10371,min
5295,depends
67375,verifies
1051,sides
1284,concerns
17473,corresponds
30408,entropy
4060,vital
802,hold
9190,resolving
18190,synonymous
2161,benefit
124792,non-local
187390,right-side
11420,separating
20585,embodied
2093,background
2852,expanded
2793,judges
3398,combination
809,met
9551,arc
7994,nearest
12450,scarce
20383,citations
1410,features
2503,newly
296,without
8269,overview
1445,ties
30789,metaphors
847,decided
12335,grasp
4909,encouraging
815,base
2191,direction
23601,accommodating
5103,generate
68183,constraining
35781,degrade
2739,cited
14465,utilized
2372,mobile
2054,uses
2514,limit
1144,takes
12135,12.5
63591,dispositions
51829,abstractions
762,worked
117618,syllogism
4103,examples
20845,subset
201,several
17142,macro
3083,vast
19834,tagged
2743,entry
4355,fail
461,young
1830,activity
9059,behaviour
5319,answers
12184,reliability
10452,archive
3910,containing
2400,closely
9770,tightly
99922,worst-case
864,rates
23232,adaptive
6141,tonnes
1626,critical
7046,ingredients
224,major
5711,mode
5156,signals
169,get
2983,flat
95826,off-the-shelf
1099,sources
3752,locations
68728,formalizing
3925,description
421,12
2147,simple
20220,paradigm
151,even
19123,ideally
11989,arbitrary
2617,establish
30912,decision-making
744,recently
846,cases
1489,analyst
2278,thai
1797,wrong
483,move
41773,nugget
3782,comprehensive
314,3
495,issue
1990,1988
16810,coping
11089,relate
4220,seeks
2949,unknown
10270,prominence
127,then
325230,defeasible
11505,dependence
28695,grammatical
318420,non-terminal
13165,evaluated
30002,derivation
1371,projects
3184,missiles
8679,ana
38707,adaptable
299904,partee
124242,summations
8541,entities
524,6
5190,pc
19571,noun
68019,ner
5036,necessarily
5061,uniform
176302,preprocessing
18008,viewpoint
2181,adopted
1254,focus
4555,hidden
906,evidence
9994,necessity
1777,contributed
19542,novice
7256,measuring
69058,6.56
8337,kyoto
7230,penn
28121,arbitrarily
2488,alternative
2565,doubt
1556,b
5128,loose
5199,ibm
14146,neighbour
10455,encourages
4415,execution
3515,apply
4823,components
3189,operate
88017,tabular
44885,runtime
596,find
6145,dependent
3077,references
2779,arabia
1799,widely
152120,miscommunications
1324,huge
5379,parallel
7802,addresses
14337,analyzing
970,shows
2239,aids
3517,q
2223,relatively
5480,partial
57937,approximations
52,also
10542,slice
4320,treat
11794,impacts
8675,shifts
3383,contributions
2644,elsewhere
178801,bmm
11606,sr
19143,differentiate
3322,consists
657,14
15170,analyses
3456,apparent
16147,approximate
4193,assessment
1379,studies
11045,resemble
8591,satisfaction
162,our
33412,morphological
13416,clusters
21381,empirical
15828,markers
10336,conditioning
167072,parses
19795,<
5101,ignored
1500,scene
8464,comprising
454,given
31206,refinement
491,street
15526,chunks
3074,e.
242,go
14846,modify
118,between
14703,botanical
90175,stabler
1420,ways
17665,optimal
64,all
96760,prolog
5920,commitments
25084,inducing
8085,conventions
1346,stand
13830,tuned
1573,generally
125149,domain-specific
200534,accuracies
41488,kanji
9792,linear
13575,translations
26622,refuted
392,your
4015,extent
101511,focusses
105225,ontologies
3470,estimate
3238,dedicated
6733,cooperative
13332,bolstered
3371,happens
3570,actual
18736,plausible
1368,progress
52877,utterance
743,act
161011,submanifold
9855,align
4577,nevertheless
20819,predominant
445,due
10810,sufficiently
911,needed
174335,instantiation
1483,relationship
4559,fairly
20503,distortion
10186,explicitly
226,points
6157,presents
11464,configuration
18648,indifference
283506,stemmer
18792,functionality
43829,bia
11630,compatible
14191,improves
6274,guidance
245,third
2115,effects
49935,refinements
18033,scaling
339,put
6090,consistently
24983,enhances
1452,entire
58563,freund
1220,leaving
1679,add
149732,hand-built
76803,visualizing
9055,generic
53683,subtypes
59951,general-purpose
236636,context-dependent
8798,satisfy
1973,normal
2473,analysis
68221,newswire
6788,robust
22521,imperfect
1014,produced
21255,manually
31242,presume
4334,submitted
37297,calibrated
1729,influence
21151,translating
79868,parsed
20098,transcription
43630,abstracts
6168,hardware
53894,antecedents
9487,specified
179,way
436,attack
2866,frequently
6437,adequate
13068,generator
59,about
361,japan
7955,tolerance
4854,wire
28886,approx
439,better
44606,generalizations
2218,upper
862,looking
18762,literal
3221,inspired
3148,limits
11078,translator
16388,domains
752,reached
308658,error-correction
378,again
698,title
782,2003
1979,advantage
747,problem
2811,passing
6349,characteristics
2984,theme
57,'
16767,analytical
5515,1.6
35743,generalization
1217,condition
214615,ramshaw
226482,left-side
3665,faster
210304,idiosyncracies
6409,coordination
1125,details
4710,context
4946,reflected
43175,summarizes
140,american
11419,meteorological
381395,conrath
238,found
22736,html
6654,separation
2558,referring
156643,data-driven
2768,content
5150,uncertainty
105966,infeasible
22840,familiarity
1728,offers
6699,toy
791,involved
2335,focused
40041,overcomes
8923,coupled
9785,rendered
158522,wsi
25194,transformations
57974,vagueness
73697,combinatorics
435,deal
1359,treatment
173,long
1388,word
1568,consider
2407,easily
2909,ultimately
7468,decorated
5294,adjacent
33,have
38766,liaisons
4186,laboratory
18721,hoc
14787,fared
11106,documentation
5306,samples
11743,speculative
21191,"110,000"
2603,corner
235,members
14625,proportions
14961,restrictive
964,child
1885,gain
88166,compactness
16322,specification
99,u.s.
10924,designing
1091,korean
21705,plume
4465,roberts
7873,coordinate
577,opposition
35489,fluctuation
8317,alternatives
60949,facile
1513,confidence
7299,laugh
8216,transform
7512,flexibility
6726,relation
14346,finite
32678,markov
771,previous
760,art
55142,arguello
62801,assessors
8106,default
4228,contribute
254,best
159351,lexicons
8231,communicate
25098,illustrating
175107,phrasal
850,works
3023,achieved
3003,predicted
11875,projection
11118,aligned
11063,extract
5610,composition
11305,primitive
13980,suppress
3133,perform
145805,tagger
204,around
24875,estimation
1022,reach
27337,lm
4891,routine
9254,averaging
5635,raises
8850,purely
467,russian
11556,integrate
42439,synchronous
7673,animation
69388,quantification
8354,detect
7100,interactive
333,little
1904,card
8441,skilled
2169,internal
5876,neutral
34084,bottlenecks
3007,label
221566,good-quality
965,probably
20588,limitation
90936,icicle
455,give
8774,interaction
6608,experiments
1333,cover
85739,87.6
10638,browser
6878,psychology
56,more
97357,intelligibility
570,term
9173,indications
48298,formulae
16317,strand
1967,agent
4498,objects
92583,zadeh
2781,acquired
8339,ensemble
8910,evaluate
32954,summing
18551,formulation
1494,direct
294098,user-specified
1274,traditional
1499,songs
15774,attain
2090,eye
110087,relatedness
23378,canonical
15210,systematically
237,area
10500,poster
14610,adjusting
14570,neat
2602,1979
694,taiwan
101492,dimensionality
2978,reference
6286,warfare
251026,sentential
187080,ucg
2681,typically
30450,insertion
295,added
339689,hpm
9195,consequently
686,increase
957,operation
11558,sounding
222358,sparsity
4868,o
6663,capabilities
1380,sense
3311,minimum
15308,explores
153127,summarise
3962,technologies
14241,evaluating
26313,typed
62840,threading
76331,meshes
70480,end-to-end
676,13
1580,thus
17868,indispensable
29001,equivalents
88983,bi-directional
28152,misunderstandings
3045,bear
4026,triple
5869,modified
2577,stands
1192,certain
219315,time-sensitive
24876,circumvent
489,further
1202,canadian
73805,convolution
75,into
6943,permits
17924,anchors
24026,vectors
3550,articles
555,possible
1520,matches
5946,depend
19438,criterion
2075,personnel
947,22
47609,low-power
1315,completed
7008,hybrid
6653,pharmaceutical
8383,interpreted
10942,stemming
2527,distribution
134,being
7630,conclude
142697,mbr
14462,mentioning
3821,subsequent
3794,existence
1394,expressed
4029,relative
14084,reconcile
8040,advantages
24013,emphatic
5005,properly
8228,solved
90025,two-level
137,back
69559,tenses
26277,valiant
2026,technical
346,know
8927,advertisements
5996,patent
103663,wer
2133,unless
5436,multi
19437,packets
1139,view
2835,citing
99151,generalizing
6814,underlying
43569,32.8
7222,independently
7473,implications
4151,potentially
130310,motivators
1902,specific
311,name
55204,robustly
19949,drafts
37359,probabilities
6116,adapted
12920,constituent
1512,speed
331388,part-of-speech
3774,extension
899,person
103754,story-telling
31439,phonetic
20431,cues
34644,asymmetric
14326,yielding
36044,tagging
2923,breaking
10545,slovak
297523,2.
86942,mwe
896,showed
45951,characterizations
301386,trec
9814,quantities
9564,1-2
16334,exploits
83,if
119264,synthesizes
208,set
1993,m
1132,natural
3568,improving
88576,realizations
15546,diagnostic
13475,330
9775,advocated
1221,experience
13549,differs
813,song
1303,limited
89141,adjectival
5668,significance
2942,competitive
51218,appreciable
126039,quantifier
11980,hypothesis
310,open
95161,46.0
1997,reasons
413,though
22471,avoidance
89279,scoping
43513,scruffy
3208,roughly
157579,presuppositions
45614,dalrymple
9303,assumption
178630,closed-form
230286,sundheim
1127,compared
43968,top-level
61588,paraphrased
10396,comparing
390706,n-ary
3618,participated
3498,circumstances
1898,showing
9387,unification
3192,resolve
46690,csr
29848,textual
64071,rina
3287,trend
3813,ranks
12216,comparisons
93,million
10583,levin
8887,edges
10896,petrol
18100,statistically
4440,belief
2956,ad
5273,involve
701,global
3102,representing
303008,disjunctions
19847,neural
25903,unequal
22,at
12879,retrieve
13972,behavioral
75601,asr
9926,recognizes
176,1
401,whether
985,mission
17458,inefficient
573,nearly
11733,long-term
2435,expectations
4873,demonstration
5102,checks
6512,interpretation
5380,ratio
1219,upon
10552,gaps
1229,finally
10994,translate
1135,style
13516,highlighting
423,others
150747,directionality
353,great
383,close
371,program
17340,transcripts
1259,1992
3530,formation
28352,sable
40695,subsets
25077,selects
12424,verification
2910,applied
1021,23
64856,thesaurus
99983,20k
3402,appropriate
43869,boolean
622,using
3998,brings
981,toward
28331,homogeneous
207,until
9431,herein
9980,signatures
440,less
2211,windows
7356,enhanced
3587,languages
9669,combining
6186,fails
39714,tutorial
102037,ad-hoc
4768,sa
47,its
7996,corresponding
1914,seem
1111,related
65,--
95,us
267399,superordinate
4104,lincoln
36894,phrasing
79983,76.2
30484,culling
229,month
179165,trigram
277267,tape-recorded
9757,placement
36379,exclamation
692,50
21235,distributions
23608,em
23070,floppy
22337,intra
27370,retrieval
19598,glue
4394,movements
3751,external
22786,parameter
2291,chemical
14753,blond
42156,bleu
17183,calculating
4849,strict
11728,width
3233,instance
2690,weak
1350,separate
15929,modules
11995,descriptions
157,former
279900,end-product
9300,broadly
1418,amount
735,published
49300,analogies
17606,removes
6167,explore
74660,modifiers
1510,missing
3518,usual
205223,wordnet
3101,explained
1654,score
74943,congruence
1287,review
4959,involves
2153,characters
218664,co-occurrence
14133,backbone
56873,scalable
26964,plugs
95742,srh
7933,assignment
72,percent
3543,concrete
2986,concept
271354,correctors
49,after
25796,interacting
13837,encyclopedia
2324,require
61571,top-down
5993,picking
3541,sensitive
108946,reformulation
278,system
118868,honorifics
5274,describing
21422,correcting
6309,advances
43576,correlate
1911,r
8512,cluster
115,city
2940,deals
6499,rankings
11494,vector
51463,associative
623,japanese
5100,collins
3390,extensive
60846,automata
6407,linking
6706,underway
925,internet
24685,grounding
61,when
58560,embodying
2653,length
3111,trained
10381,dimensions
34177,regularity
136128,superset
348738,markedness
5054,fix
10204,essays
63574,light-hearted
22619,query
3392,explain
9596,prototype
1479,deep
3834,49
13219,presenter
45478,constrain
161,work
4840,consistent
71164,commonsense
9352,plateau
7179,unified
972,investigation
4523,pipeline
42231,portability
464,age
4274,wright
26563,rewriting
1824,initial
11191,convey
3667,substantial
105420,79.1
21345,disposition
3336,regarding
3542,significantly
13306,selecting
15901,subordinate
31,has
3604,exist
2124,solution
30528,resolves
112993,human-computer
12271,certainty
9298,capturing
25688,instruct
1985,positions
64270,degrades
27751,pointers
1082,joint
2925,contained
29072,np
1558,sites
187,here
13909,realization
6453,identification
48800,priming
66,out
817,ground
11710,hierarchy
4261,procedures
7603,proportion
73030,ccr
5979,99
173647,chunking
4019,argument
594,leading
1122,access
160886,context-sensitive
29936,saturation
46,or
195765,15-fold
9278,constitute
275589,finite-state
1138,costs
301010,non-linguistic
1068,labor
50703,deterministic
36890,mimics
2025,spend
135,down
5757,random
35498,densities
284,following
8016,7.5
2113,increasingly
120411,granularity
7507,pairs
145798,digitalization
2390,leads
4339,considerable
134817,determiners
9076,enrollment
7273,dominate
1191,designed
14538,perceptions
1759,article
17559,harvesting
1543,expect
1215,figures
5807,explains
26833,intuitive
1013,difficult
6129,guaranteed
880,example
20214,dp
26185,focussed
9633,differ
3066,transferred
13417,procedural
6979,tune
13548,attained
106657,resnik
218,left
48027,wildcards
3137,function
